content,score,sentimen
penipuan promo,1,negative
good,5,positive
"Banyak discount, selalu menjaga nama baik customer. Mudah2an bisa mempertahankan, hati2 untuk menunjuk agen atau kerjasama dengan perusahaan yg tidak bisa dikendalikan. Kadang malah merusak hal yg sdh dibangun perusahaan",5,positive
"Yg mager keluar rumah, Fixs kalian harus download apk ini, Apk nya mudah dan cepet banget proses nya",5,positive
pelayanan bagus nyaman,5,positive
oke sampai 3 oktober 2025 16:14,5,positive
top global,5,positive
"tadinya saya sudah uninstal grab lumayan lama, dan sekarang instal lagi karena butuh. waktu mau pesan ojek motor, siatemnya kok ribet banget ya. saya sampai benar2 gak paham saking membingungkan. halaman penuh tulisan, tapi gak ada instruksi jelas mengenai yang harus saya lakukan. kayaknya bakal saya uninstal lagi ini. àplikasi kok membingungkan.",2,negative
terima kasih,5,positive
cukup membantu,5,positive
sangat baik,5,positive
keren,5,positive
keren,5,positive
mantap apk grab untuk saya gk punya mobil terima kasih grab tetap jaya dan maju trus,5,positive
pengemudi nya membantu,5,positive
keren,5,positive
sangat mantab dan nyaman,5,positive
tepat waktu,4,positive
praktis nyaman,5,positive
thankyou,5,positive
mantap,5,positive
grab sangat membantu kami kaum lansia⁹,5,positive
hebat,5,positive
Sangat membantu perjalanan saya..,5,positive
alhamdulilah allah berikan smw kemudahan,5,positive
baik',5,positive
baik,5,positive
sangat bagus,5,positive
alhamdulillah aman,5,positive
baik,5,positive
tepat waktu,5,positive
top,5,positive
good,5,positive
"tiba-tiba banget punya daftar tagihan yang harus dibayar, padahal selama ini melakukan pembelian aplikasi dibayar lunas dan sukses. tagihan fiktif ini merugikan dan meresahkan banget. buat laporan juga nggak ada solusi. bersihin akunku dan nama baikku! nggak pernah hutang juga.",1,negative
seru,5,positive
keren,5,positive
sangat membantu untuk transportasi dan kebutuhan lain nya,5,positive
top,5,positive
"cepet,aman, nyaman",5,positive
sangat mengecewakan,1,negative
"Sistem yg sangat buruk,hanya menyusahkan driver yg sudah berjuang, pasti ada balasanya,",1,negative
"manfaat, bagus,",5,positive
pengantaran tepat waktu,5,positive
"kecewa sii udh 2 kali order pake grab tp yg terakhir bikin kecewa bgt udh nunggu pengemudi lama datengnya trus tiba"" dia bilang ga bisa jemput , anak saya lagi sakit nunggu lama , ga ada komfirmasi klo emng dr awal ga bisa ga ush diterima",1,negative
nyari lokasi aja ssah nya mnta ampun,1,negative
grab lebih baik dari go......,5,positive
"pengemudinya ramah, tahu jln, santai tidak trburu buru👍👍",5,positive
ramah dan tepat waktu,5,positive
bagus,5,positive
supir nya ramah dan jga tdk ngebut sangat senang di per jln an,5,positive
excellent,5,positive
baik dn ramah,5,positive
mantap,5,positive
Mantaaappp. bagus dan puas .....!!!,5,positive
bagus,5,positive
ok,4,positive
keren,5,positive
The best delivery all,5,positive
ok bnget,5,positive
Alhamdulillah sesuai ekspektasi 👌🏻👍🏻🙏,5,positive
enak tidak ribet,5,positive
bagus membantu,5,positive
"Aplikasi tertolol!!! Ubah profile, minta ubah ovo... justru ubah profile di grab mau disamakan sama ovo... kok selalu suruh ubah dulu profile di ovo!!!! TOLOL!!!!!",1,negative
tau gak bisa di pake,1,negative
baik dan murah senyum,5,positive
aplikasi yg sagat berguna sekali untuk era yg sekarang,5,positive
LEMOT,1,negative
ok,5,positive
makin lama makin gak jelas ini aplikasi,1,negative
ok,5,positive
sangat baik,5,positive
bagus,5,positive
Driver tidak ada yang menerima,1,negative
easy make it Aplikacation,5,positive
"dulu bintang 5 sekarang bintang 1 soalnya ongkirnya mahal amat,mana nunggunya lama hede",1,negative
bagus,5,positive
benerin lagi tolol,1,negative
bagus,3,neutral
"tolong donk pihak grab bilangin driver nya yg bawa penumpang ke kantor pertamina udah jelas"" tempat menaik turun kan penumpang malah diarah dan nabrak securiti yg ngatur lalin bila perlu janagan dipake driver bgtu , syas sudah telfon dan lapor ke grab tolong ditindak",2,negative
nyaman,5,positive
kesempatan ya makin lama makin selangit harganya 🥰 masalahnya pun tak ada juga driver yang mau atau pun dapat 😆,1,negative
keren,5,positive
"baik dan ramah, tepat samapai tujuan",5,positive
"HABIS DI UPDATE MAKIN LEMOT.. TITIK MAP TIDAK SESUAI, DONASI POHON TERCENTANG SENDIRI, TIP JUGA TIBA² DI NOMINAL 50RIBU.. BUKANNYA GA IKHLAS NGASIH TIP, TAPI KAMI JUGA ADA BUTUH WOY.. ADMIN TOLONG PERBAIKI SISTEM 😡",1,negative
aplikasi yang berguna,5,positive
sempurna,1,negative
supirnya bersahabat,5,positive
👍,5,positive
mobil nya enak dan pengendara nya Ramah,5,positive
baik,5,positive
layanan baik,5,positive
pesanan grabfood sangat LAMA !,1,negative
amanah perjalanan lncar,5,positive
layann nya baguss👍👍👍👍,5,positive
tepat waktu,5,positive
Good,5,positive
saya saranin yg suka order makanan via aplikasi ini jangan pake argo prioritas pecuma udah mah bayar mahal makanan tetep aja nunggu lama mending pake hemat saja,1,negative
keren,5,positive
mantap,5,positive
"saya pesan grab express, driver sudah ambil pesanan saya dan sudah mengantar pesanan saya, tetapi di aplikasi grab malah memesan driver lain, dan driver tersebut marah marah ke saya",1,negative
bagus,5,positive
ok nice,5,positive
mudah di akses,5,positive
ok,3,neutral
aplikasi ngentottt... lambat layanan njing,1,negative
baik,5,positive
saldo saya di taik terus dai aplikasi ini pdahal udah lama gaka saya install tapi saat mau cek login ulang gak bisa terus udah berapa hari... aplikasi gak jelas janan di download,1,negative
line lambat,1,negative
tiba2 ada transaksi pake mandiri pdhl ngk ada beli apapun dan ngk pernah pake juga,1,negative
sistem grablocker bikin kecewa. respon dari pusat bantuan jg tidak membantu.,2,negative
lama pake apk ini paylater pun ga pernah telat malah paylater ga bisa di gunakan,1,negative
sangat baikk,5,positive
sopan,5,positive
puas,5,positive
baik dan ramah abangnya,5,positive
"kalo bayar pake cash lama bener pesanan di ambil/kadang malah ga di ambil sama driver.kalo mau di cancel waktu buat cancel gofood lama bener,udah keburu beli sendiri.",1,negative
"percuma pake grab unlimited,kalo vouchernya dibatasi, banyak RESTO malah vouchernya GK bisa dipake.",1,negative
mantap,5,positive
bagus kiriman cpat,5,positive
titik nya ga presisi jadi harus bayar lebih ke driver mohon diperbaiki.,1,negative
biar bintang yang bicara🙏🏻,5,positive
ga ada promo,1,negative
baik dan ramah,5,positive
baik,5,positive
sangat membantu semua transportasi manapun,5,positive
mantap,5,positive
baik,5,positive
grabfood ongkirnya mahal dan vouchernya duikitttttttt,2,negative
grabfood pakai pengiriman prioritas tapi masih lama dan driver sering gonta ganti,3,neutral
pelayanannya keren 👌👍,5,positive
mantap,5,positive
"aplikasinya bagus, tapi saran saya, untuk pick up makanannya tuh mending pas makanannya udh mau siap baru dikasih ke ke driver. kasian drivernya kalau harus nunggu setengah jam smpe sejam di warung makan buat nungguin pesenan, padahal dalam rentan waktu segitu mereka juga bisa ngorder lagi pls :((",4,positive
cepat,5,positive
mantap,5,positive
susah untuk login,2,negative
pelayanan nya bagus,5,positive
"driver bagus, aplikasi lembet, dan driver susah tersedia hanya karena masalah cuaca",3,neutral
ramah,5,positive
mantapp,4,positive
beh gila ini udah murah tambah murah karena ada diskon gw suka beli disini.. disini sudah ada kode promo dan diskonnya banyak dan tidak bikin dompet kosong... dan ada satu lagi menunya banyak banget!!!,5,positive
baik,5,positive
udah nunggu lama banget tiba tiba suka di cancel drivernya,1,negative
driver ramah dan berbudi bahasa,5,positive
pelayanan cepat dan nyaman,5,positive
Bagus. . Selalu Ya Grab Semakin Bagus Pelayanannya,5,positive
bagus,5,positive
"makin parah, ongkir naik promo diskon tidak ada",1,negative
ok,5,positive
driver trlalu pilih apa lgi d daerah sukabumi,1,negative
baik sekali,5,positive
ok aja,5,positive
sangat baik,5,positive
"error, malhaan belanja tnp konfirm",1,negative
mantapp,5,positive
👍,4,positive
aplikasi banyak susah,1,negative
alamat yang sudah ditaruh kadang kadang kegeser dari alamat utama,4,positive
"pokoknya top banger dach ahh drevernya sangat sopan san ramah,, sangat apal jalan pokoknya kereen abisss",5,positive
"Perjalanan cepat, aman, dan driver menyenangkan, Grab sip!",5,positive
oke,5,positive
"Tolong buat grab ya, Kalo penumpang lagi pesen lalu dia batalin, jgn langsung turunin performa driver nya. ini kejadian aku, memang ini kebetulan salahku ya karna emg gatau, aku lagi pesen grab lalu aku cancel si driver dgn alasan pribadi ku sendiri, pengen ganti driver. Hal tsb sampe 2× akhirny dpt lah yg driver ke 3,lalu pas dia udah nyampe, 2 driver yg aku cancel tadi juga ikutan nyamperin aku, kukira ada apa ternyata protes karna aku batalin mereka ber 2, performa mereka jadi turun katanya😭",2,negative
"pesanan di batalkan tpi saldo tetap di potong, udah sejak 25 Agustus smpai sekarang belum di kembalikan, apaan ribet bgt ngurusnya, ini bukan soal uang 46 ribu tapi rasa tanggung jawab kalian kepada customer atau penerima jasa",1,negative
saya gk pesen apa apa malah dateng moon chicken,1,negative
PENGEMUDINYA RAMAH DAN SOPAN,5,positive
mantap,5,positive
"memudahkan memang, tp jangan dikit2 update terus dong, makan memory hp",4,positive
"saya tidak pernah pessn makanan. tp yg datang selsu notif kakanan. saya tadinya mau buat splikasinya foang buat persiapan, ehh. saya coba cek grab mobil, untuk tujuan tp yg muncul selalu hanya maps lokasi saya, lokasi tujuan tidak ada.",1,negative
udah tutup aja sangat merugikan konsumen dapat driver lama,1,negative
"uda beberapa kali map nya nge bug, saya jadi susah nyari mobil nya, driver suka ganti ganti sendiri, refresh nya pun lama, kadang ada delay atau jeda. Ada bug mikrofon ga nyala. mohon diperbaiki",3,neutral
ini kenapa si grab jadi sering upgrade jadi setiap buru² malah kesel liat harus upgrade padahal sering saya upgrade tapi sama saja selalu di minta!!,1,negative
promo nya kurang banyak,3,neutral
sangat membantu,5,positive
baik,5,positive
istimewah,5,positive
sangat membantu,5,positive
"bagus, super datang sebelum wkt yg di tentukan.",5,positive
lebih memudahkan untuk kita,4,positive
Memudahkan perjalanan kami saat wisata di Malaysia,5,positive
mantap,5,positive
"bnyk promo, mntap",5,positive
baik,5,positive
ok good,5,positive
Upgradenya susah,1,negative
good,5,positive
aman,5,positive
cepat dan sampai tujuan...,5,positive
baik,5,positive
👍,5,positive
like,5,positive
bagus,5,positive
driver ramah,5,positive
ok,5,positive
"luamayan gak terlalu lama nunggu,driver sopan,dan dapet harga murah",5,positive
Bagus,5,positive
ok,5,positive
mantap,5,positive
alhamdulillah sampai dgn ama mksh orang nya baik,5,positive
cepat smapai,5,positive
"pakai ovo tdk bsa tunai ya tdk bisa, lah trs guna app ini apa!!!!!!!",1,negative
"""Ingatlah, laknat Allah (ditimpakan) kepada orang yang zalim."" salam dari driver",5,positive
sangat puas,5,positive
sopir nya ramah dan sopan,5,positive
markotop sekali,5,positive
sangat membantu,5,positive
puas pelayanannya.,5,positive
good,5,positive
sangat membantu,5,positive
mantap,5,positive
"mendingan pake gojek sih, driver ny gak suruh"" cancel. padahal tarif ny lebih besar di grab daripada gojek",2,negative
👍,5,positive
sangat baik,5,positive
mantap,5,positive
sangat mudah melayani,5,positive
Ok,5,positive
layanan mantap,5,positive
sangat membantu,5,positive
sanagant nyaman,5,positive
mantap,5,positive
mmbantu bngt puat kmna2 sesuai lokasi,5,positive
terimakasih banyak,5,positive
Tepat waktu,5,positive
scam,1,negative
enak baik ramah tukang grep nya,5,positive
tidak bisa aktif dalam penggunaannya.,5,positive
mending gocar lah,1,negative
good,5,positive
baikkkkk,5,positive
ok,5,positive
"pengemudi sangat sopan, perjalanan juga cepat, Terima kasih",5,positive
selama iini msh andalan,5,positive
sangat membantu,5,positive
ini plis banget ini bug sinyal diperbaiki lah padahal sinyal bagus tapi di grab ngeloading terus sampe² bikin saya telat mohon diperbaikin bug ini ini sangat menganggu apa lagi bikin nyusahin orang,1,negative
Aplikasi nya bagus,4,positive
okeee,5,positive
pelayanannya cepat,5,positive
sngt membntu,5,positive
tolong di tindak lanjuti grebfood yg tidak jujur itu dia gak kasih kembali uang kembalian dengan plat DT 5688 UA atas nama IWAN .,1,negative
bintang 5,5,positive
"Sekarang banyak driver grab yang memberikan potongan setelah perjalanan kita selesai tanpa ada informasi yg diberikan pihak driver ke kita, dan ini nominalnya benar"" sangat tidak wajar dan seenaknya para driver sendiri. Bukankah ini sama dengan penipuan? alangkah baiknya fitu seperti ini harus dibenahi atau dihilangkan saja agar tidak disalah gunakan pihak yg tidak bertanggung jawab terhadap etos kerja🙏",1,negative
ongkir nya mahal,1,negative
mantap,5,positive
sangat membantu,4,positive
ongkir mahal,2,negative
baik,5,positive
bagus,5,positive
siang membantu,5,positive
grab top👍,5,positive
baik,5,positive
mantap,5,positive
sangat cocok untuk di pengemudi nya,5,positive
"saya sangat terbantu atas adanya apk ini, saya bisa menabung",5,positive
Good,5,positive
Sangat membantu dan palayanan nya lumayan bagus,5,positive
oke,5,positive
terkadang ada driver yg nga mau ambil penumpang dgn alasan jauh,4,positive
mantap,5,positive
hebat,3,neutral
pelayanan prima👍,5,positive
org nya baik ramah pesanan nya juga sesuai 😍,5,positive
good,5,positive
"grab biadab itu kata pak adian(mantap), ayo bantu dpr hancurkan grab biadab, lu cari di youtube tentang rapat dpr sama wamenhub, grab kejam biadab motong duit driver seenaknya, saya coba memastikan dan memesan grab benar adanya potongannya besar skali thd driver,grab biadab....",1,negative
"this ramen is seriously good.the creamy broth and tender chicken,were perfect.and the noodles stayed chewy throughout",5,positive
sangat membantu,5,positive
mantap,5,positive
gak suka aja,1,negative
"sudah lama saya menggunakan jasa Grab untuk mendukung banyak aktifitas sehari hari saya, dan bagi saya cukup nyaman bersama Grab, terima kasih Grab",5,positive
sangat memuaskan.drivernya sangat ramah. good job,5,positive
baik dan nyaman,5,positive
gokil,4,positive
bagus dan membantu,5,positive
hahha,5,positive
", 👍🏻👍🏻✅",5,positive
bagus,5,positive
semoga sukses grab Indonesia,5,positive
ok,5,positive
saya suka,5,positive
"alamatnya ga lengkap, jadi gmna mau pesen, aneh bngt ini aplikasi",1,negative
the best,5,positive
satenya gak enak,3,neutral
sangat baik,5,positive
good aplication,5,positive
baik,5,positive
👍,5,positive
good,5,positive
sangat memuaskan,5,positive
mantap,5,positive
baik,5,positive
good,5,positive
g rubah dr dlu smpe skrg ngeinstall lma bgt sh!!??,1,negative
good,5,positive
Terimakasih pak supirnya sopan mobilnya nyaman,5,positive
Alhamdulillah lancar dan nyaman,5,positive
ok,5,positive
sangat membantu dalam transportasi. banyak diskon dan harga terjangkau,5,positive
ada fitur scan wajah dari tadi scan wajah nggak bisa bikin ilang mood makan aja,1,negative
baik,5,positive
grab membuat perjalanan lebih mudah dan aman,5,positive
ordernya cepet banget,5,positive
good,5,positive
driver membawa kabut dompet,1,negative
good,5,positive
terimakasih,5,positive
aplikasinya bagus cuman harus pake GO-PAY,5,positive
respon cepat Terima kasih grab,5,positive
"is the best forever,thks and GBU,amin.",5,positive
Mantul,5,positive
orangnya baik,5,positive
baik ramah,5,positive
"performa restoran Family Mart yg pada baru baru ini Buka Gerai, Kacau karyawan gak bisa apa2 lama banget pesan sampe kasian tukang grab nya.. Tutup aja gak ush kasih izin FAMILY MART 1JAM BELUM DIANTAR2",1,negative
"memuaskan, hanya terkadang armada tidak sesuai aplikasi",5,positive
mantap dan sangat membantu,5,positive
sangat membantu...,5,positive
luar biasa,5,positive
aplikasi Bagu berjalan dengan baik dan ojol nya pun cepat respon akan tetapi saya memiliki saran untuk rating KPD ojol untuk diperlihatkan saja siapa saja yg rating dan apa saja pengalamanya saat naik dengan sopir tersebut BUKAN HANYA ITU SAJA SEMOGA ADA RATING UNTUK CUSTOMER SAMA DENGAN OJOL NYA BESERTA PENDAPAT PENDAPAT OJOLNYA TENTANG DIRI KITA SEBAGAI EVAKUASI UNTUK OJOL² LAIN MOHON DIPERHATIKAN DAN DIPERBARUI LAGI SEJAUH ITU BAIK,4,positive
pengantarannya baik,5,positive
terima kasih pak,5,positive
grabe keren,5,positive
memuaskan sekali,5,positive
baik,3,neutral
udah bener bisa pake qris malah fitur qris dihapus?? kikir amat ini harus topup ovo gitu?,1,negative
